"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Level D Admin (Nat)","50850","59670","Senior Operational Business Manager","1.00","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Level E Admin (Nat)","67000","77290","Area Business Manager","1.00","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Paralegal Assistant (Nat)","20251","23470","Paralegal Assistant","19.02","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Principal Crown Advocate (CCD)","99790","120760","Principal Crown Advocate","1.00","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Principal Crown Advocate (Nat)","76230","83570","Principal Crown Advocate","2.00","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Senior Crown Advocate (Nat)","66410","71740","Senior Crown Advocate","1.00","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Senior Crown Prosecutor (Nat)","48077","55610","Senior Crown Prosecutor","149.54","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Senior Crown Prosecutor BAR","50519","62590","Senior Crown Prosecutor BAR","0.60","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Specialist Prosecutor (Nat)","56890","66990","Specialist Prosecutor","3.00","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Associate Prosecutor (Nat)","30930","34480","Associate Prosecutor","12.34","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Associate Prosecutor 2 (Nat)","34290","37780","Associate Prosecutor 2","2.80","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","B1 Solicitor Apprentice (Nat)","25480","28430","Paralegal Officer","1.00","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Crown Advocate (Nat)","51940","59930","Crown Advocate","8.04","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Crown Advocate ABP (Nat)","60810","64510","Crown Advocate","8.00","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Crown Prosecutor (Nat)","38000","42630","Crown Prosecutor","17.80","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Legal Manager 1 (National)","58040","66990","District Crown Prosecutor","26.59","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Legal Manager 2 (National)","67320","77300","Senior District Crown Prosecutor","6.88","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Level A1 (Nat)","18900","18900","Casework Assistant","1.00","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Level A2 (Nat)","18736","21950","Administrative Officer","17.10","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Level A2 (Nat)","18736","21950","Business Centre Administrator","1.00","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Level A2 (Nat)","18736","21950","Casework Administration Assistant","3.60","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Level A2 (Nat)","18736","21950","Casework Assistant","61.98","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Level A2 (Nat)","18736","21950","Fees Clerk","3.00","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Level A2 (Nat)","18736","21950","Witness Care Officer","1.00","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Level A2 Apprentice (Nat)","16767","18900","Administrative Officer","6.00","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Level B1 (Nat)","25480","28430","Business Support Manager","3.26","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Level B1 (Nat)","25480","28430","Case Progression Manager","1.00","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Level B1 (Nat)","25480","28430","Casework Administration Manager","12.61","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Level B1 (Nat)","25480","28430","Court Manager","2.00","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Level B1 (Nat)","25480","28430","Crown Court Manager","3.54","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Level B1 (Nat)","25480","28430","Fees Manager","1.00","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Level B1 (Nat)","25480","28430","Legal Development Manager","1.00","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Level B1 (Nat)","25480","28430","Senior Personal Assistant","3.78","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Level B1 (Nat)","25480","28430","Victim Liaison Officer","3.30","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Level B1 Legal Trainee (Nat)","25480","28430","Legal Trainee","12.00","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Level B1 Paralegal Off (Nat)","25480","28430","Paralegal Officer","48.92","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Level B1 Paralegal Off (Nat)","25480","28430","Victim Liaison Officer","1.81","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Level B2 (Nat)","30130","33310","Advocacy Manager","0.61","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Level B2 (Nat)","30130","33310","Area Finance Manager","1.00","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Level B2 (Nat)","30130","33310","Area Performance Manager","1.00","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Level B2 (Nat)","30130","33310","Change Manager","2.00","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Level B2 (Nat)","30130","33310","Court Centre Manager","1.00","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Level B2 (Nat)","30130","33310","Facilities Manager","1.00","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Level B2 (Nat)","30130","33310","Facilities, Estates and Security Manager","1.00","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Level B2 (Nat)","30130","33310","HR Advisor","2.00","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Level B2 (Nat)","30130","33310","Paralegal Business Manager","1.00","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Level B2 (Nat)","30130","33310","Victim Liaison Officer","1.00","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Level B2 Paralegal BM (Nat)","30130","33310","Court Centre Manager","1.00","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Level B2 Paralegal BM (Nat)","30130","33310","Paralegal Business Manager","8.46","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Level B3 (Nat)","38180","43390","Area Communications Manager","1.00","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Level B3 (Nat)","38180","43390","District Business Manager","1.00","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Level B3 (Nat)","38180","43390","Inclusion & Community Engagement Manager","1.00","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Level B3 (Nat)","38180","43390","Senior District Business Manager","2.00","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Level D Admin (Nat)","50850","59670","Head of Business Centre","1.00","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Level D Admin (Nat)","50850","59670","Senior Operational Business Manager","1.00","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Level E Admin (Nat)","67000","77290","Area Business Manager","1.00","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Paralegal Assistant (Nat)","20251","23470","Paralegal Assistant","20.12","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Principal Crown Advocate (Nat)","76230","83570","Principal Crown Advocate","1.00","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Senior Crown Advocate (Nat)","66410","71740","Senior Crown Advocate","1.00","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Senior Crown Prosecutor (Nat)","48077","55610","Senior Crown Prosecutor","145.20","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Specialist Prosecutor (Nat)","56890","66990","Specialist Prosecutor","2.81","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","COMMUNICATIONS","CPS-S-020","Level A1 (Lon)","20180","20180","Administrative Assistant","1.00","Government Communication Service","London"
"Attorney General's Office","Crown Prosecution Service","COMMUNICATIONS","CPS-S-020","Level B1 (Lon)","26970","30110","Communications Officer","2.00","Government Communication Service","London"
"Attorney General's Office","Crown Prosecution Service","COMMUNICATIONS","CPS-S-020","Level B1 (Lon)","26970","30110","Senior Personal Assistant","1.00","Government Communication Service","London"
"Attorney General's Office","Crown Prosecution Service","COMMUNICATIONS","CPS-S-020","Level B2 (Lon)","31560","35020","Communications Officer","2.00","Government Communication Service","South East"
"Attorney General's Office","Crown Prosecution Service","COMMUNICATIONS","CPS-S-020","Level B2 (Lon)","31560","35020","Press Officer","6.00","Government Communication Service","London"
"Attorney General's Office","Crown Prosecution Service","COMMUNICATIONS","CPS-S-020","Level B2 (Lon)","31560","35020","Web Manager","1.00","Government Communication Service","London"
"Attorney General's Office","Crown Prosecution Service","COMMUNICATIONS","CPS-S-020","Level B2 (Nat)","30130","33310","Communications Officer","1.00","Government Communication Service","East Midlands"
"Attorney General's Office","Crown Prosecution Service","COMMUNICATIONS","CPS-S-020","Level B2 (Nat)","30130","33310","Communications Officer","1.00","Government Communication Service","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","COMMUNICATIONS","CPS-S-020","Level B3 (Lon)","39750","45530","Communications Manager","4.00","Government Communication Service","London"
"Attorney General's Office","Crown Prosecution Service","COMMUNICATIONS","CPS-S-020","Level B3 (Lon)","39750","45530","Senior Press Officer","3.00","Government Communication Service","London"
"Attorney General's Office","Crown Prosecution Service","COMMUNICATIONS","CPS-S-020","Level D Admin (Lon)","54760","65050","Business Manager","1.00","Government Communication Service","London"
"Attorney General's Office","Crown Prosecution Service","COMMUNICATIONS","CPS-S-020","Level D Admin (Lon)","54760","65050","Chief Press Officer","3.00","Government Communication Service","London"
"Attorney General's Office","Crown Prosecution Service","COMMUNICATIONS","CPS-S-020","Level D Admin (Lon)","54760","65050","Communications Manager","2.00","Government Communication Service","London"
"Attorney General's Office","Crown Prosecution Service","COMMUNICATIONS","CPS-S-020","Level D Admin (Nat)","50850","59670","Communications Manager","0.81","Government Communication Service","London"
"Attorney General's Office","Crown Prosecution Service","COMMUNICATIONS","CPS-S-020","Level E Admin (Lon)","69680","79410","Head of Unit","2.30","Government Communication Service","London"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level A1 (Lon)","20180","20180","Mail Room Assistant","3.00","Government Finance Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level A2 (Nat)","18736","21950","Administrative Officer","0.65","Government Finance Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level A2 (Nat)","18736","21950","Administrative Officer","8.53","Government Finance Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level A2 (Nat)","18736","21950","Finance Support Officer","2.00","Government Finance Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level A2 (Nat)","18736","21950","Payroll Administrator","13.51","Government Finance Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level A2 Apprentice (Nat)","16767","18900","Administrative Officer","2.80","Government Finance Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B1 (Lon)","26970","30110","Finance Officer","0.57","Government Finance Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B1 (Lon)","26970","30110","Mail Room Supervisor","1.00","Government Finance Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B1 (Lon)","26970","30110","Senior Personal Assistant","1.00","Government Finance Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B1 (Nat)","25480","28430","Finance Manager","4.00","Government Finance Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B1 (Nat)","25480","28430","Finance Officer","3.00","Government Finance Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B1 (Nat)","25480","28430","HR Data Consultant","4.31","Government Finance Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B1 (Nat)","25480","28430","Payroll Team Leader","8.42","Government Finance Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B1 (Nat)","25480","28430","Systems Tester","2.00","Government Finance Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B2 (Lon)","31560","35020","Business Services Manager","1.00","Government Finance Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B2 (Lon)","31560","35020","Business Support Manager","1.00","Government Finance Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B2 (Lon)","31560","35020","Projects Delivery Manager","1.00","Government Finance Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B2 (Lon)","31560","35020","Finance Manager","1.00","Government Finance Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B2 (Lon)","31560","35020","Financial Analyst","1.00","Government Finance Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B2 (Nat)","30130","33310","Projects Delivery Manager","1.00","Government Finance Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B2 (Nat)","30130","33310","Facilities Manager","1.00","Government Finance Profession","South West"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B2 (Nat)","30130","33310","Finance Manager","2.41","Government Finance Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B2 (Nat)","30130","33310","Financial Analyst","0.81","Government Finance Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B2 (Nat)","30130","33310","Senior Payroll Manager","2.00","Government Finance Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B2 (Nat)","30130","33310","Systems Tester","1.00","Government Finance Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B3 (Lon)","39750","45530","Business Partner","2.00","Government Finance Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B3 (Lon)","39750","45530","Senior Business Manager","1.00","Government Finance Profession","South East"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B3 (Lon)","39750","45530","Facilities Manager","1.00","Government Finance Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B3 (Lon)","39750","45530","Senior Business Analyst","1.00","Government Finance Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B3 (Nat)","38180","43390","Facilities Manager","1.00","Government Finance Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B3 (Nat)","38180","43390","Project Manager","1.00","Government Finance Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B3 (Nat)","38180","43390","Senior Business Manager","1.00","Government Finance Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B3 (Nat)","38180","43390","Senior Business Manager","1.00","Government Finance Profession","North East"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B3 (Nat)","38180","43390","Senior Finance Manager","2.00","Government Finance Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B3 (Nat)","38180","43390","Senior Business Manager","1.00","Government Finance Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level D Admin (Lon)","54760","65050","Business Manager","1.00","Government Finance Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level D Admin (Lon)","54760","65050","Head of Business Services","1.00","Government Finance Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level D Admin (Lon)","54760","65050","Head of Financial Management","1.00","Government Finance Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level D Admin (Lon)","54760","65050","Senior Business Manager","0.95","Government Finance Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level D Admin (Lon)","54760","65050","Unit Head","0.40","Government Finance Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level D Admin (Nat)","50850","59670","Head of Division","1.00","Government Finance Profession","North East"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level D Admin (Nat)","50850","59670","Head of Financial Management","1.00","Government Finance Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level D Admin (Nat)","50850","59670","Senior Business Manager","1.00","Government Finance Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level D Admin (Nat)","50850","59670","Senior Finance Manager","1.00","Government Finance Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level D Admin (Nat)","50850","59670","Unit Head","1.00","Government Finance Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level E Admin (Lon)","69680","79410","Head of Financial Management","1.00","Government Finance Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level E Admin (Nat)","67000","77290","Head of Financial Management","1.00","Government Finance Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level E Admin (Nat)","67000","77290","Head of Financial Management","1.00","Government Finance Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level E Admin (Nat)","67000","77290","Head of Unit","1.00","Government Finance Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Crown Advocate (Lon)","56460","64670","Crown Advocate","1.00","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Crown Advocate (Nat)","51940","59930","Crown Advocate","1.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Crown Advocate ABP (Nat)","60810","64510","Crown Advocate","1.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Crown Advocate ABP (Nat)","60810","64510","Crown Advocate","1.00","Government Legal Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Crown Advocate ABP (Nat)","60810","64510","Crown Advocate","1.00","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Crown Advocate ABP (Nat)","60810","64510","Crown Advocate","2.00","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Legal Manager 1 (London)","63960","71310","Legal Advisor","1.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Legal Manager 1 (London)","63960","71310","Legal Manager","1.00","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Legal Manager 1 (National)","58040","66990","Legal Advisor","1.00","Government Legal Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Legal Manager 1 (National)","58040","66990","Legal Manager","1.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Legal Manager 1 (National)","58040","66990","Legal Manager","1.00","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Legal Manager 2 (National)","67320","77300","Senior District Crown Prosecutor","1.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Legal Manager 2 (National)","67320","77300","Senior District Crown Prosecutor","1.00","Government Legal Profession","Unknown"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level A2 Apprentice (Lon)","20120","23520","Administrative Officer","2.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level A2 Apprentice (Lon)","20120","23520","Complaints Co-ordinator","1.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level A2 PS (Lon)","20120","23520","Administrative Officer","1.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B1 (Lon)","26970","30110","Business Services Manager","2.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B1 (Lon)","26970","30110","Business Support Manager","0.60","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B1 (Lon)","26970","30110","Complaints Co-ordinator","2.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B1 (Lon)","26970","30110","Delivery Officer","1.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B1 (Lon)","26970","30110","Project Support Officer","5.67","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B1 (Lon)","26970","30110","Project Support Officer","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B1 (Lon)","26970","30110","Senior Personal Assistant","2.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B1 (Nat)","25480","28430","Business Services Manager","3.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B1 (Nat)","25480","28430","Business Support Manager","1.00","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B1 (Nat)","25480","28430","Complaints Co-ordinator","1.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B1 (Nat)","25480","28430","Complaints Co-ordinator","1.00","Government Legal Profession","Yorkshire and The Humber"
