"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B1 (Nat)","25480","28430","Delivery Officer","1.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B1 (Nat)","25480","28430","Project Support Officer","0.50","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B1 (Nat)","25480","28430","Senior Personal Assistant","0.68","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B1 (Nat)","25480","28430","Senior Personal Assistant","1.00","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B2 (Lon)","31560","35020","Case Auditor","2.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B2 (Lon)","31560","35020","Delivery Manager","1.68","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B2 (Lon)","31560","35020","Delivery Manager","1.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B2 (Lon)","31560","35020","Performance Manager","1.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B2 (Lon)","31560","35020","Projects Delivery Manager","4.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B2 (Nat)","30130","33310","Case Auditor","2.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B2 (Nat)","30130","33310","Delivery Manager","3.81","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B2 (Nat)","30130","33310","HR Advisory Manager","1.00","Government Legal Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B2 (Nat)","30130","33310","Performance Officer","1.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B2 (Nat)","30130","33310","Projects Delivery Manager","2.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B2 (Nat)","30130","33310","Senior Personal Assistant","1.00","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B2 Paralegal BM (Nat)","30130","33310","Delivery Manager","1.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B3 (Lon)","39750","45530","Area Communications Manager","1.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B3 (Lon)","39750","45530","Area Finance Manager","1.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B3 (Lon)","39750","45530","Complaints Co-ordinator","0.94","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B3 (Lon)","39750","45530","Courts Advisor","0.81","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B3 (Lon)","39750","45530","Delivery Manager","1.00","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B3 (Lon)","39750","45530","Delivery Manager","4.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B3 (Lon)","39750","45530","Delivery Manager","3.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B3 (Lon)","39750","45530","Delivery Manager","1.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B3 (Lon)","39750","45530","Head of Fees","1.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B3 (Lon)","39750","45530","Performance Manager","1.86","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B3 (Lon)","39750","45530","Private Secretary","1.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B3 (Lon)","39750","45530","Project Manager","0.60","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B3 (Lon)","39750","45530","Project Manager","1.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B3 (Lon)","39750","45530","Quality Manager","2.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B3 (Nat)","38180","43390","Delivery Manager","1.00","Government Legal Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B3 (Nat)","38180","43390","Delivery Manager","2.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B3 (Nat)","38180","43390","Delivery Manager","3.00","Government Legal Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B3 (Nat)","38180","43390","Delivery Manager","1.00","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B3 (Nat)","38180","43390","Delivery Manager","3.00","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B3 (Nat)","38180","43390","Performance Manager","1.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B3 (Nat)","38180","43390","Performance Manager","1.00","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B3 (Nat)","38180","43390","Project Manager","0.72","Government Legal Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B3 (Nat)","38180","43390","Project Manager","1.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B3 (Nat)","38180","43390","Project Manager","2.00","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B3 (Nat)","38180","43390","Project Manager","1.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B3 (Nat)","38180","43390","Project Manager","1.00","Government Legal Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B3 (Nat)","38180","43390","Project Manager","1.78","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B3 (Nat)","38180","43390","Quality Manager","3.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B3 (Nat)","38180","43390","Quality Manager","0.99","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B3 (Nat)","38180","43390","Quality Manager","1.00","Government Legal Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level B3 (Nat)","38180","43390","Quality Manager","1.00","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level D Admin (Lon)","54760","65050","Area Business Manager","0.92","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level D Admin (Lon)","54760","65050","Change Manager","1.32","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level D Admin (Lon)","54760","65050","Performance Manager","2.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level D Admin (Nat)","50850","59670","Business Compliance Manager","2.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level D Admin (Nat)","50850","59670","Change Manager","2.86","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level D Admin (Nat)","50850","59670","Change Manager","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level D Admin (Nat)","50850","59670","Change Manager","3.00","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level D Admin (Nat)","50850","59670","Courts Advisor","1.00","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level D Admin (Nat)","50850","59670","Performance Manager","1.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level D Admin (Nat)","50850","59670","Performance Manager","1.00","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level D Legal (Lon)","54760","65050","Business Compliance Manager","3.80","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level D Legal (Lon)","54760","65050","Business Compliance Manager","0.80","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level D Legal (Lon)","54760","65050","Courts Advisor","0.70","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level D Legal (Nat)","50850","59670","Business Compliance Manager","1.61","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level D Legal (Nat)","50850","59670","Business Compliance Manager","1.92","Government Legal Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level D Legal (Nat)","50850","59670","Business Compliance Manager","1.00","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level D Legal (Nat)","50850","59670","Change Manager","1.00","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level D Legal (Nat)","50850","59670","Courts Advisor","1.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level E Admin (Lon)","69680","79410","Operational Delivery Manager","1.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level E Admin (Lon)","69680","79410","Unit Head","3.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level E Admin (Nat)","67000","77290","Unit Head","1.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level E Admin (Nat)","67000","77290","Unit Head","1.00","Government Legal Profession","Yorkshire and The Humber"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level E Legal (Lon)","69680","79410","Senior Policy Advisor","1.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level E Legal (Lon)","69680","79410","Unit Head","2.03","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level E Legal (Lon)","69680","79410","Unit Head","1.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-049","Level E Legal (Nat)","67000","77290","Unit Head","1.00","Government Legal Profession","Yorkshire and The Humber"
