"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Lon)","28200","30560","Casework Administration Manager","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Lon)","28200","30560","Casework Administration Manager","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Lon)","28200","30560","Charging Workflow Manager","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Lon)","28200","30560","Court Manager","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Lon)","28200","30560","Paralegal Officer","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Lon)","28200","30560","Senior Personal Assistant","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Nat)","26900","28850","Advocacy Manager","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Nat)","26900","28850","Business Centre Support Manager","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Nat)","26900","28850","Casework Administration Manager","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Nat)","26900","28850","Casework Assistant","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Nat)","26900","28850","Complaints Co-ordinator","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Nat)","26900","28850","Court Manager","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Nat)","26900","28850","Learning and Development Team Leader","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Nat)","26900","28850","Paralegal Officer","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Nat)","26900","28850","Senior Personal Assistant","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Nat)","26900","28850","Victim Liaison Officer","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 Legal Trainee (Lon)","28200","30560","Legal Trainee","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 Legal Trainee (Nat)","26900","28850","Legal Trainee","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 Paralegal Off (Lon)","28200","30560","Case Progression Manager","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 Paralegal Off (Lon)","28200","30560","Paralegal Officer","22.27","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 Paralegal Off (Nat)","26900","28850","Court Manager","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 Paralegal Off (Nat)","26900","28850","Fees Manager","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 Paralegal Off (Nat)","26900","28850","Paralegal Officer","9.54","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B2 (Lon)","32660","35550","Area Finance Manager","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B2 (Lon)","32660","35550","Facilities, Estates and Security Manager","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B2 (Lon)","32660","35550","Paralegal Business Manager","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B2 (Nat)","31180","33810","Change Manager","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B2 (Nat)","31180","33810","Facilities, Estates and Security Manager","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B2 (Nat)","31180","33810","HR Advisory Manager","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B2 (Nat)","31180","33810","Performance Manager","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B2 (Lon)","32660","35550","Advocacy Manager","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B2 Paralegal BM (Lon)","32660","35550","Paralegal Business Manager","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B2 Paralegal BM (Nat)","31180","33810","Paralegal Business Manager","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B3 (Lon)","40540","46200","Area Communication Manager","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B3 (Lon)","40540","46200","Senior Business Manager","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B3 (Nat)","38940","44050","Inclusion & Community Engagement Manager","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B3 (Nat)","38940","44050","Senior Business Manager","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level D Admin (Lon)","55850","66000","Senior Operational Business Manager","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level D Admin (Nat)","51870","60550","Head of Business Centre","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level E Admin (Lon)","71400","80600","Area Business Manager","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level E Legal (Lon)","71400","80600","Senior District Crown Prosecutor","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Paralegal Assistant (Lon)","21890","25600","Paralegal Assistant","5.199999999999999","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Paralegal Assistant (Lon)","21890","25600","Paralegal Assistant","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Paralegal Assistant (Nat)","21120","24430","Casework Assistant","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Paralegal Assistant (Nat)","21120","24430","Paralegal Assistant","6.7","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Paralegal Assistant (Nat)","21120","24430","Paralegal Assistant","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Principal Crown Advocate (Lon)","82270","89350","Principal Crown Advocate","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Senior Crown Advocate (Lon)","70690","75780","Senior Crown Advocate","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Senior Crown Prosecutor (Lon)","54100","63500","Senior Crown Prosecutor","42.95","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Senior Crown Prosecutor (Nat)","49050","56450","Senior Crown Prosecutor","37.31","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Specialist Prosecutor (Lon)","62590","72370","Specialist Prosecutor","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Specialist Prosecutor (Nat)","58030","68000","Specialist Prosecutor","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","HQ DID","CPS-S-025","Level A2 (Lon)","20980","24480","Administrative Assistant","<5","Digital, Data and Technology Professions","East Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ DID","CPS-S-025","Level A2 (Lon)","20980","24480","Administrative Assistant","<5","Digital, Data and Technology Professions","London"
"Attorney General's Office","Crown Prosecution Service","HQ DID","CPS-S-025","Level A2 (Lon)","20980","24480","Administrative Officer","<5","Digital, Data and Technology Professions","London"
"Attorney General's Office","Crown Prosecution Service","HQ DID","CPS-S-025","Level A2 (Nat)","19560","22870","Administrative Assistant","<5","Digital, Data and Technology Professions","East Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ DID","CPS-S-025","Level A2 (Nat)","19560","22870","Administrative Assistant","<5","Digital, Data and Technology Professions","North East"
"Attorney General's Office","Crown Prosecution Service","HQ DID","CPS-S-025","Level A2 Apprentice (Lon)","20980","24480","Administrative Assistant","<5","Digital, Data and Technology Professions","London"
"Attorney General's Office","Crown Prosecution Service","HQ DID","CPS-S-025","Level B1 (Lon)","28200","30560","Business Support Manager","<5","Digital, Data and Technology Professions","London"
"Attorney General's Office","Crown Prosecution Service","HQ DID","CPS-S-025","Level B1 (Lon)","28200","30560","Business Support Manager","<5","Digital, Data and Technology Professions","London"
"Attorney General's Office","Crown Prosecution Service","HQ DID","CPS-S-025","Level B1 (Lon)","28200","30560","Business Support Manager","<5","Digital, Data and Technology Professions","South East"
"Attorney General's Office","Crown Prosecution Service","HQ DID","CPS-S-025","Level B1 (Lon)","28200","30560","Information Management Advisor","<5","Digital, Data and Technology Professions","London"
"Attorney General's Office","Crown Prosecution Service","HQ DID","CPS-S-025","Level B1 (Lon)","28200","30560","Senior Business Analyst","<5","Digital, Data and Technology Professions","London"
"Attorney General's Office","Crown Prosecution Service","HQ DID","CPS-S-025","Level B1 (Nat)","26900","28850","Administrative Manager","<5","Digital, Data and Technology Professions","East Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ DID","CPS-S-025","Level B1 (Nat)","26900","28850","Business Support Manager","<5","Digital, Data and Technology Professions","Wales"
"Attorney General's Office","Crown Prosecution Service","HQ DID","CPS-S-025","Level B1 (Nat)","26900","28850","Business Support Manager","<5","Digital, Data and Technology Professions","West Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ DID","CPS-S-025","Level B1 (Nat)","26900","28850","Case Progression Manager","<5","Digital, Data and Technology Professions","North West"
